update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,null,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,null,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,null,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,null,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,null,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,null,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,FALSE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,null,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,null,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,1234dk78,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,27-Mar-87,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,,Please correct the following errors,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,null,Please correct the following errors,TRUE
update,Joel,Richard,,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Richard,null,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,Please correct the following errors,TRUE
update,Joel,Rich23ard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,2019-03-27,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,,TRUE
update,Joel,Richard,Melendez,1987-03-27,Fake St,fake@aol.com,4693218523,12345678,null,1000253654,ThaFett,Password1,Password1,Admin,Basic,12587456,Male,,TRUE

